Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,1,816213927,,b0b9d04d-b319-4509-a6b6-61fbc6282c16,N,0,0,0,0,1,4,WBRI,0,0,Y,,12,11,1,1,1,1,1,1,1,1,1,1,1,,,5.23,5.13,5,4,25,26,5,15,15,8,7,6,9,8,7,79,3,3,1,1,2,22,0,25,1,26,2,,6,5,7,5,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,762441949,,758dd42f-bb0b-4efd-bd83-6ffd4e86c004,N,0,0,0,0,1,2,WBRI,0,0,,,11,11,1,1,1,,1,,1,1,,,,1,,4.69,5.83,4,4,30,29,5,16,13,7,7,3,7,7,6,72,2,3,0,1,1,19,0,20,0,23,0,,7,1,3,4,-1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,778572277,,8dc3e411-da5a-4e4e-ba64-3d79d0218a6a,N,0,0,0,0,1,3,WBRI,0,0,,Y,12,8,1,1,1,1,1,,1,1,1,1,,1,,4.86,5.67,5,5,32,32,5,12,11,6,5,5,6,5,4,64,3,3,0,1,0,20,0,17,0,17,3,,6,2,2,5,0,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,759588134,,ee694c64-cd50-4754-b1d6-f4a65f5385b0,N,0,0,0,0,1,2,APKN,0,0,Y,,13,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.72,5.63,4,5,30,29,5,15,16,9,7,7,8,8,6,80,3,3,1,1,2,25,1,25,0,23,2,,7,7,7,6,0,5,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,788073121,,2e9be319-7d88-4e26-a9f6-58a509e0fb1e,N,1,0,0,1,2,3,APKN,0,0,,,8,10,1,1,1,,1,1,1,1,1,,,1,,5.29,5.29,4,2,14,15,4,6,9,5,6,6,5,4,2,46,3,2,-1,-1,-1,16,0,13,-1,11,2,,5,3,6,4,-1,,,4,-1,0,0,0,0,0,0
,,,,F,,15,401,1,810109700,,7ed1f8c2-b5e7-46f7-bf24-0f8bf0f14682,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,11,10,1,1,1,,1,1,1,,1,1,1,1,,5.06,5.5,5,5,32,30,5,13,11,7,5,6,7,8,7,70,3,3,0,0,0,21,0,23,0,24,2,,4,4,9,6,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,700628639,,11ec928e-f992-4cc4-a6e8-035807890e08,K,1,0,0,1,1,2,APKN,0,0,,,5,7,1,1,,,,,,,,,,,,4.17,4.81,2,,14,8,2,9,5,3,1,1,1,2,2,12,2,2,-1,0,-2,7,-1,5,-2,3,3,,1,1,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,789887084,,070d719f-8af6-4212-9f5b-49b8031deb04,N,0,0,0,1,1,3,WBRI,0,0,,Y,9,8,1,1,1,1,1,,1,1,1,1,1,1,,5.26,5.29,5,3,25,21,5,10,14,6,5,7,6,5,6,69,3,3,0,0,0,19,0,17,0,14,3,,6,6,4,,,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,771316602,,70dbcef9-872b-49b6-be08-d9e822c20600,N,0,0,0,0,1,4,WBRI,0,0,,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,,5.06,5.75,4,4,16,15,5,12,13,6,6,6,7,5,6,63,3,3,0,0,0,15,0,18,0,19,1,,6,5,4,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,713429877,,9ceb8595-c0e8-4afd-9c96-d1c446f8b8a8,N,1,0,0,1,1,1,APKN,0,0,,Y,8,10,,1,1,1,,,,1,,1,,1,1,3.78,4.03,5,5,34,33,4,11,13,5,6,6,5,3,2,46,3,2,0,-1,0,18,0,12,-1,7,3,,6,7,4,5,0,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,0,775066924,,cbc37dff-5ef5-4ea7-ace4-6ce4c2e9ae33,N,1,0,0,1,1,3,WBRI,0,0,,Y,10,10,1,1,1,,1,,1,,,,,1,,4.66,5.13,2,3,9,12,,5,6,8,3,1,6,4,4,40,3,3,,,,20,,16,,12,3,,3,1,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,804100769,,21d18ea5-5ddd-41c2-a965-6f764a314d46,N,0,0,0,0,2,4,WBRI,0,0,Y,Y,8,10,1,1,1,,1,1,1,1,1,,1,,,,5.54,3,3,10,13,,7,13,5,6,5,5,4,4,44,3,3,,,,17,,14,,6,5,,6,4,8,5,0,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,605780765,,e5bcfded-0a56-4d84-928c-c86ccd63de67,N,0,0,0,0,1,3,WBRI,0,0,,,11,12,1,1,1,1,1,1,1,1,1,1,1,1,,4.86,5.63,4,4,22,23,5,13,15,8,7,7,7,7,5,72,3,2,1,0,2,22,2,20,0,14,4,,6,7,7,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,661779383,,e6b5facc-fbc2-45fa-816c-1ce631599092,N,0,0,0,1,2,3,APKN,0,0,Y,Y,9,11,1,1,1,,1,,1,1,1,,1,1,1,,5.25,4,4,15,16,4,10,14,8,5,6,6,6,5,65,3,3,0,1,0,22,0,17,0,13,3,,4,3,7,,,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,802065207,,05368df6-d2ca-4315-a814-f62b471b4426,N,0,0,0,0,2,1,WOTH,0,0,,,9,10,1,1,1,1,,,,1,,,,,,4.03,3,5,4,33,33,3,11,9,5,4,1,7,7,6,46,2,3,0,0,0,13,0,20,1,19,5,,2,4,0,4,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,806765564,,6118fbbf-e315-46a1-ad4f-2d332340cb70,N,0,0,0,0,1,3,WBRI,0,0,,Y,12,9,1,1,1,,,,1,1,,,,,,4.69,5.83,5,4,26,26,5,11,14,4,4,2,7,7,6,60,2,3,-1,0,0,12,-3,21,0,14,11,,6,1,0,5,-2,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,696965568,,bd501490-a570-4c14-ad77-4b864bc089b1,N,0,0,0,0,1,4,APKN,0,0,Y,,12,10,1,1,1,1,1,1,1,1,1,1,1,1,,,4.21,5,5,25,26,5,13,14,8,6,4,8,8,6,74,3,3,1,1,0,22,1,23,1,23,2,,5,8,7,6,0,6,1,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,772084127,,79fcae5c-46b3-4432-837a-58114e05e161,N,0,0,0,0,1,1,WBRI,0,0,,,10,12,1,1,1,1,,,1,,,,,,,3.89,4.88,4,5,34,34,5,9,10,5,4,4,8,5,3,57,3,2,0,0,-1,15,0,19,0,19,2,,4,5,2,5,0,5,-1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,693747357,,282d54fd-0921-4f73-8790-1c75abb1865c,K,0,0,0,0,2,2,APKN,0,0,,Y,7,8,1,1,,1,,,,,,,,,,4.79,5.25,3,5,15,18,3,12,12,2,2,1,3,2,4,33,2,2,0,0,0,3,-1,9,-1,12,0,,1,3,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,639927048,,aa566f37-30e6-48c2-aac9-1186a5b37fd6,N,0,0,0,0,1,3,APKN,0,0,,,8,10,1,1,1,1,1,,,,1,,,,,4.72,5.42,5,3,11,12,,15,11,3,6,7,6,4,5,55,2,2,,,,10,,15,,16,0,,6,5,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,620399388,,178fd9b0-8104-42f9-b944-810b5e22413b,S,1,0,0,1,2,1,MWAS,0,0,,,5,5,1,1,1,,,,,,,,,,,3.78,3.89,2,3,21,19,3,12,1,1,0,0,2,1,1,12,2,2,0,0,-1,1,0,4,-1,0,6,,1,1,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,764376165,,45f8c438-1bc9-40bb-a38e-8a977dcefc73,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,10,1,1,1,1,1,1,1,,,1,1,,,4.55,4.69,5,4,28,30,5,14,11,7,6,5,8,7,5,69,3,3,0,1,0,20,1,22,1,19,3,,4,6,4,6,0,5,1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,804619500,,ad38e33d-feb5-46b6-9a11-306d2aa0b126,N,0,0,0,0,1,2,WBRI,0,0,,,9,8,1,1,1,,1,,,1,1,1,1,1,,4.62,4.88,4,4,29,22,4,15,7,7,5,3,7,5,4,64,2,3,0,0,0,21,0,18,0,20,1,,3,4,5,5,0,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,748544432,,be826fc1-6dac-4fcc-9ef2-d652b40a4090,N,0,0,0,0,2,4,AIND,0,0,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5.79,5,4,26,24,5,16,15,9,7,7,8,7,7,79,3,3,0,0,0,24,1,24,0,23,3,,7,7,7,6,0,7,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,735318520,,6c2eee75-5625-48dd-8eea-e8dca1aa93d9,N,0,0,0,0,1,3,WBRI,0,0,,Y,12,10,1,1,1,1,1,1,1,1,,1,,1,,5.19,5.29,4,4,23,27,5,16,12,8,6,6,7,8,5,72,3,3,0,0,0,24,0,23,0,21,5,,7,5,2,5,-1,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,737652747,,fa7354a2-2092-498b-882f-733c10982287,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,10,10,1,1,1,1,1,,1,1,,,,,1,4.83,4.81,4,5,31,30,4,15,10,6,6,5,5,4,4,59,2,2,0,0,0,16,1,16,0,17,1,,6,4,4,5,0,5,0,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,822356654,,9d2d3eaa-9b86-43f9-86be-b0fb5c6fc8c3,N,0,0,0,0,1,3,WBRI,0,0,,,9,6,1,1,1,,1,,,,,,,,1,5.1,5.63,,5,15,18,5,14,14,5,6,5,6,5,6,73,2,3,0,0,0,16,0,18,-1,16,3,,6,1,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,704042029,,1ff5b7b5-44c9-4d4d-8402-2719e034ae22,N,0,0,0,0,1,4,WBRI,0,0,,Y,9,9,1,1,1,,,,1,1,,,,,,5,5.33,4,4,10,10,,8,8,4,3,3,5,3,1,41,2,2,,,,9,,11,,6,5,,3,4,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,534487340,,e344ec10-12a7-4082-b991-1a76521d1348,N,0,0,0,0,1,4,APKN,0,0,Y,Y,8,9,1,1,,1,1,1,1,1,,1,1,1,,5.13,,4,3,12,12,,16,16,6,7,6,6,5,6,73,2,2,,,,18,,18,,13,2,,7,8,7,,,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,776675991,,9cdd9c0e-098a-4222-9625-1971d28f7479,N,0,0,0,0,2,2,WBRI,0,0,,Y,9,9,1,1,1,1,,,1,,,1,,,,5.32,4.78,4,3,28,29,4,8,12,5,5,5,7,6,5,60,2,3,0,0,0,15,0,19,0,15,7,,4,2,1,5,0,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,735956649,,4eef6164-60ce-45fc-85d6-29acfddeeb3c,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,9,9,1,1,1,1,1,,1,,,1,,1,,5.03,5.67,5,4,21,25,5,15,11,5,6,5,5,6,6,60,2,3,0,0,-1,15,0,17,0,16,2,,6,6,5,6,0,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,784956022,,d29f0dab-0063-4044-abb7-6858d349fecf,N,0,0,0,0,2,2,MWBA,0,0,,Y,7,6,1,1,,,1,,,,,,,,,4.45,4.16,3,,21,14,3,14,7,2,2,4,4,4,6,47,2,3,0,0,0,6,0,15,0,15,2,,1,2,3,,,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,739236258,,336d0530-465c-413b-b94c-2d8ec3fa84d3,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,10,12,1,1,,1,1,1,1,1,1,1,1,,,4.79,2.5,5,5,33,30,5,16,10,5,4,5,7,7,6,71,3,3,0,1,0,14,-1,22,0,24,2,,3,5,5,,,7,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,789553386,,89dda918-13d6-40f3-9b11-457bc0953118,N,0,0,0,0,1,2,APKN,0,0,Y,Y,9,8,1,1,1,1,,,1,1,,,,,,3.72,4.59,5,5,31,32,4,7,13,5,5,5,6,6,5,54,3,3,0,0,0,17,0,18,0,15,5,,5,5,2,4,0,3,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,786627366,,986fbe00-0a6a-4d32-a2ba-210e5bc6e896,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,9,1,1,1,,1,,1,1,,,,,,5.45,5.5,4,4,18,18,4,13,15,6,6,6,7,6,6,65,3,3,0,0,0,21,0,20,0,17,6,,6,1,3,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,729701897,,859c912e-34e7-495f-aca2-d4295d6b9ea2,N,0,0,0,0,1,2,APKN,0,0,Y,,11,11,1,1,1,1,1,1,,,1,1,1,1,,5.23,4.91,4,4,29,28,4,13,14,5,7,7,6,5,6,68,3,2,1,0,1,20,1,19,1,15,6,,7,7,4,4,0,5,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,683776554,,db7218e6-8f43-4cd0-a87f-d4fdfafc544d,N,0,0,0,0,1,1,WBRI,0,0,,Y,7,8,1,1,1,1,,,1,,,1,,,,4.55,4.09,4,4,27,25,4,12,11,4,4,3,3,3,4,40,2,2,0,1,0,12,0,10,0,0,9,,3,7,0,3,0,3,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,636156611,,dca8d79c-d158-4565-9ac2-74d249739077,N,0,0,0,0,1,1,APKN,0,0,Y,,9,9,1,1,,1,,1,,,,1,1,,,2.5,4.28,4,3,29,30,4,9,8,3,3,4,5,4,5,46,2,2,0,0,0,9,0,15,0,12,2,,3,6,2,5,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,788708229,,50352db6-a422-4e5d-a552-a4be8812ea6c,N,0,0,0,0,1,3,CHNE,0,0,Y,Y,11,9,1,1,1,,1,1,1,1,1,1,1,1,,5.55,5.33,3,3,14,17,5,16,15,6,7,6,6,7,7,79,2,3,0,2,0,19,0,21,1,21,1,,6,3,7,,,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,631511276,,9c31c731-78e4-4478-9800-ae006e747298,N,1,0,0,1,2,1,APKN,0,0,Y,,5,7,1,1,,,,,,,,,,,,3.06,M,4,,33,31,3,4,5,0,0,0,3,1,1,8,1,2,0,0,0,0,-1,6,0,0,9,,0,1,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,825075428,,b61f3e13-d25c-4dc3-b54a-ad21b57559f5,N,0,0,0,0,1,4,WBRI,0,0,Y,,13,12,1,1,1,1,1,1,,1,1,1,1,1,,4.93,5.54,4,5,17,19,5,12,13,7,6,6,6,6,5,72,3,3,0,0,0,22,0,19,-1,21,3,,6,4,6,5,-1,4,-1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,801877367,,22002d0a-9b46-4d58-a179-bf1ac2f71cd1,K,0,0,0,0,1,2,WBRI,0,0,,,11,11,1,1,1,,,,1,1,1,1,,,,5.29,3.61,4,5,28,24,5,8,8,5,2,1,6,5,3,47,2,3,0,0,0,14,0,16,0,15,2,,3,2,0,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,668475664,,f472ad40-c722-4b06-8446-5ec81ad0dcad,S,0,0,0,0,1,3,APKN,0,0,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,,1,,4.31,4,5,5,31,29,5,11,11,7,6,7,7,6,4,67,3,3,0,0,1,21,1,19,0,18,4,,7,7,6,5,1,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,787381879,,22b913f0-02ac-4bf4-882b-b3a66185403d,K,0,0,0,0,1,1,APKN,0,0,,Y,9,10,1,1,1,1,,,,,1,1,,,,4.72,3.57,4,3,32,31,3,5,12,3,2,1,6,5,3,30,2,3,0,0,0,7,0,17,0,13,8,,1,6,2,4,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,818130139,,c5287ea0-208c-48d9-a7da-a10239d8cd94,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,13,13,1,1,1,1,1,1,1,1,1,1,1,1,,4.69,2.5,5,4,29,27,5,13,16,9,7,7,8,8,7,78,3,3,2,0,2,25,3,23,1,22,1,,7,8,6,5,2,5,1,6,1,0,0,0,0,0,0
,,,,F,,15,401,1,814315790,,acff834f-9005-4889-9fcd-277130b4e745,N,0,0,0,0,1,3,WBRI,0,0,,,12,11,1,1,1,,1,,1,,,,,,,2.5,5.71,4,3,18,16,5,15,12,4,6,3,8,7,6,66,2,3,0,0,0,13,0,23,1,19,6,,5,2,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,700004179,,11ef0ff9-aa2e-4619-891f-fbc5fd3c66eb,K,1,0,0,1,2,1,APKN,0,0,,,7,6,1,1,1,,,,1,,,,,,,3.39,2.96,5,4,32,30,3,11,7,2,2,2,5,2,2,29,2,2,-1,0,-1,6,0,11,-1,0,8,,5,1,0,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,621503997,,1f7606c5-1d89-40cc-8dbd-594e8d1f7565,N,0,0,0,0,1,2,WBRI,0,0,,Y,11,13,1,1,1,,1,,1,1,1,1,1,1,,5.1,4.88,5,5,34,34,5,12,12,6,6,6,8,7,6,68,3,3,0,0,0,19,0,22,0,26,0,,5,2,5,6,0,6,1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,734049540,,08a30682-1a5f-471f-8b86-b1ef44a3091c,K,0,0,0,0,2,3,WBRI,0,0,Y,Y,9,9,1,1,1,1,1,1,,1,1,1,1,1,1,4.79,5.79,2,4,14,17,4,11,15,7,7,6,8,7,7,75,2,3,1,0,3,23,2,23,1,25,0,,7,7,6,5,2,,,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,740126537,,6c950be8-f928-4a6c-8e67-820d5b40f04a,N,0,0,0,0,1,2,WBRI,0,0,,Y,8,8,1,1,1,1,,,1,,,1,,,,5.5,4.53,4,4,31,28,5,15,6,4,4,5,6,4,3,57,3,2,0,1,0,14,1,17,0,11,4,,4,6,1,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,769805763,,1dce60ae-2dcd-40c1-9b2e-b393e5b5492a,N,1,0,0,1,1,3,WBRI,0,0,,Y,8,7,1,1,1,1,1,,1,1,,,,,,3.78,5.04,W,,14,12,4,9,11,5,5,3,4,4,3,44,3,3,0,0,0,13,0,10,-1,11,3,,4,6,3,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,770554970,,feb5525c-baeb-441c-bf51-fe9a39ca3f83,N,0,0,0,0,1,2,WBRI,0,0,,,7,6,1,1,1,,,,,,,,,,,2.5,5.83,4,6,19,21,4,3,7,4,4,3,4,2,2,31,2,2,-2,-2,-1,13,-1,9,-2,10,2,,4,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,733761899,,5d5a4690-f915-4e00-bf44-2b4832ee2743,N,0,0,0,0,2,2,AIND,0,0,,Y,6,8,1,1,1,,,,1,1,,1,,,,5.61,4.09,5,5,35,35,5,12,15,4,4,5,5,4,5,58,3,3,0,0,0,13,0,14,0,14,1,,3,3,1,6,0,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,803420266,,0c44f13b-5265-483f-a557-00cc89552994,N,0,0,0,0,1,4,APKN,0,0,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,,5,5.5,5,5,33,32,5,16,16,9,7,6,8,8,7,80,3,3,1,2,1,24,1,24,1,24,1,,7,7,9,7,1,6,1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,692791635,,273789e0-f48f-4999-a8b8-15fc9e5d345b,N,0,0,0,0,1,2,WBRI,0,0,,Y,8,11,1,1,1,1,1,1,1,1,1,1,1,,,5.13,5.08,5,5,34,33,5,10,3,7,4,5,5,4,3,45,3,2,0,0,-1,20,1,14,0,17,0,,2,5,5,5,0,5,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,779786748,,e7202efa-7317-4f89-bb8d-4d8ce5592d6f,K,1,0,0,1,2,2,WBRI,0,0,Y,Y,8,6,1,1,1,1,,,,1,,,,,,5.45,4.88,,3,15,22,5,15,16,8,6,4,6,4,3,71,2,2,0,0,0,22,-1,16,-1,16,2,,6,3,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,704798265,,119d5c1f-50df-4469-8732-8a7c8de2a0b0,K,1,0,0,1,2,2,APKN,0,0,,Y,11,9,1,1,,,1,,,1,1,,,1,,4.31,4.75,5,5,31,34,5,15,15,4,6,4,8,7,7,70,2,3,0,0,1,13,0,22,1,19,3,,4,2,3,,,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,740194603,,2a8a0c6a-95bf-4d06-88e0-8f5ae949186c,N,0,0,0,0,1,2,APKN,0,0,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,,1,,4.83,3.61,5,5,32,33,5,15,15,6,6,5,7,5,6,69,2,2,0,0,1,20,0,20,0,15,3,,7,7,4,6,0,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,644053617,,6c83b0e0-55c7-4637-b779-dab316b9cd67,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,13,13,1,1,1,1,1,1,1,1,1,1,1,,,4.1,4.09,5,4,35,34,5,15,13,7,7,7,6,7,7,74,3,3,1,1,1,23,2,21,1,13,4,,7,8,8,6,1,6,0,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,712382492,,eff6b724-1423-4260-b8c7-5a9c51243f2e,N,0,0,0,0,1,2,AIND,0,0,,Y,11,9,1,1,1,,1,1,1,1,,,,,,5.26,4,5,4,29,28,5,15,11,6,6,5,7,8,7,66,3,3,0,0,0,17,0,22,1,17,6,,7,4,4,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,402,1,723328253,,aa401e7c-8016-4bb7-9548-9a5a391025d3,K,1,0,0,1,1,2,APKN,0,0,,Y,8,11,1,1,1,1,,,1,1,,1,,,,3.61,5.21,4,4,28,25,4,10,7,6,3,5,6,5,2,44,3,2,0,0,-1,14,0,15,0,10,6,,2,7,1,5,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,0,732046331,,a241f180-453e-4a1a-af78-238168ddf772,N,1,0,0,1,1,3,APKN,0,0,,,8,7,1,1,1,,,,,,,,,,,5.55,4.75,,6,7,8,,5,9,2,2,1,4,2,1,27,2,2,,,,4,,8,,9,3,,2,2,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,802496147,,2935f761-71bd-49fe-be1f-60daf9d2f584,N,1,0,0,1,1,2,APKN,0,0,,Y,9,8,1,1,1,1,,,1,1,,,1,1,,4.79,5.21,5,4,35,35,5,13,12,5,5,5,5,6,5,55,3,3,0,0,-1,16,-1,17,0,12,4,,6,3,2,6,0,6,-1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,782804244,,9cfde3aa-1ce2-42cf-bc7b-783cd1923b0b,N,0,0,0,0,1,2,WBRI,0,0,,Y,9,10,1,1,1,1,,,1,1,1,1,,1,,5.45,4.84,5,5,35,34,5,14,9,7,6,5,7,6,6,60,3,3,0,0,0,20,0,20,0,19,1,,6,6,3,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,696964027,,6b94c899-1624-4e0e-81ac-bc7fb21bd1f7,N,1,0,0,1,1,2,WBRI,0,0,Y,,9,8,1,1,1,1,,,1,1,1,,,,,5.52,4.53,5,3,32,31,4,9,10,6,5,3,6,5,5,52,3,3,0,0,0,20,0,17,0,20,0,,7,2,0,4,-1,4,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,772567726,,d97bc7ed-9744-47c5-af25-d78c00b7e5f4,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,,,4.41,4.84,5,5,35,35,5,13,15,7,6,5,9,8,7,73,3,3,0,0,0,21,0,24,0,25,1,,6,6,6,6,0,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,593018253,,96fa6dc5-27cf-41ca-836d-80b8062c0b67,N,1,0,0,1,1,2,WBRI,0,0,,,6,8,1,1,,,,,,,,,,,,4.28,3.04,2,3,22,22,3,5,5,1,0,0,3,2,1,13,2,2,0,0,1,1,0,8,0,7,0,,0,0,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,729020646,,bdb9f311-b3cb-440b-9a4b-256f5759a59a,N,0,0,0,0,1,2,WBRI,0,0,,Y,9,9,1,1,1,1,1,1,1,1,1,1,,1,1,4.07,4.81,3,,27,23,4,13,14,5,7,6,5,5,5,69,2,2,0,0,0,16,0,16,0,11,4,,7,6,3,6,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,778242766,,499e1ad6-5de3-480b-9f7c-403d170b5170,N,0,0,0,0,1,2,APKN,0,0,Y,Y,11,12,1,1,1,1,1,1,,1,,1,1,,,4.14,4.69,4,5,33,34,5,13,12,5,7,6,6,6,7,56,2,3,0,-1,0,15,-1,19,0,18,4,,7,8,3,6,0,6,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,823607910,,f35f2fcc-11c2-47bf-9aff-b366c176dd3e,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,10,1,1,1,,1,,1,1,1,,1,1,,4.52,5.54,5,5,30,33,5,16,13,6,6,6,9,8,7,78,3,3,0,2,0,19,0,25,1,21,3,,6,3,5,7,0,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,655890884,,b2aba92e-2049-4908-99d5-e7f475599d62,N,0,0,0,0,1,2,WBRI,0,0,,,5,5,1,1,,,,,1,,,,,,,4.66,4.94,,3,13,16,3,10,5,0,1,0,4,2,2,29,1,2,0,1,0,0,-1,10,0,8,2,,0,2,1,,,,,,,0,0,0,0,0,0
