candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,813714852,,aad1c8f1-a340-45da-af8f-e0ff7fdd9b71,N,0,0,0,0,2,2,BAFR,0,,,Y,,7,9,1,1,1,,1,,1,1,1,,1,,,,,,,,,,5,4,5,5,3,8,6,3,2,2,5,16,10,4,5,3,5,6,5,42,3,3,0,0,,1,0,14,0,13,0,14,0,5,-1,4,1,5,-2,0,0,0,0,0
,,,,F,,15,401,1,728832192,,8eb87391-22f8-4e8f-a196-3d32c5fd1b25,K,0,0,0,0,1,3,AOTH,0,,,Y,Y,9,8,1,1,1,,1,,1,1,1,1,,1,,1,1,1,1,,,,,5,4,5,5,7,9,6,5,5,5,12,17,7,6,8,8,7,6,70,3,3,0,0,,0,1,19,0,22,1,16,7,6,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,773934024,,28006c5c-757b-41f4-9f94-e75bca918cc0,N,0,0,0,0,1,2,WBRI,0,,Y,,,7,6,1,1,1,1,,1,1,,,,,,,,,,,,,,4,5,4,3,2,6,0,3,1,1,3,7,1,3,2,0,3,3,4,23,2,3,0,0,,0,1,7,0,9,0,5,5,2,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,783514881,,f709803d-d9c4-4229-8f72-820016503366,N,0,0,0,0,2,1,WOTH,0,,,,,8,8,1,1,1,,,,,,,,,,,,,,1,,,,6,,4,4,1,7,2,5,0,1,3,11,4,3,4,2,3,2,2,19,3,2,0,0,,0,0,7,1,9,0,6,3,3,0,2,0,,,0,0,0,0,0
,,,,F,,15,401,1,557868753,,4b801670-bc03-460f-9e2e-53c2c00ac382,N,0,0,0,0,2,1,AIND,0,,,,Y,5,5,1,1,1,,1,,,,1,1,,,,,1,,,,,,3,6,5,5,2,6,7,4,1,3,5,11,13,3,3,3,4,1,1,36,3,2,-1,-1,,-2,0,8,-1,8,-1,4,4,6,0,,,5,-1,0,0,0,0,0
,,,,F,,15,401,1,787585600,,40d6a59a-7a30-4f7a-a387-5ec53f44fbf7,N,1,0,0,1,2,2,WBRI,0,Y,Y,Y,Y,8,7,1,1,1,,1,,1,1,1,1,,,,,,1,1,,,,6,4,4,5,4,7,5,3,1,3,5,13,11,5,3,1,8,6,4,58,2,3,0,0,,0,0,11,-2,20,0,19,2,5,-2,,,5,0,0,0,0,0,0
,,,,F,,15,401,1,730365921,,d5188f62-98cb-4d1f-b5f9-2b7b8fadb772,K,0,0,0,0,1,3,WBRI,0,,Y,Y,Y,8,8,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,5,8,6,5,5,3,5,15,12,6,7,6,9,7,7,69,2,3,0,0,,-1,0,18,0,24,0,21,4,6,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,789527354,,476dd858-21df-4081-9b40-3773d381ae88,N,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,4,5,4,3,5,8,6,5,4,4,3,12,13,7,6,5,8,5,4,64,3,3,2,2,,2,2,20,3,21,2,18,7,2,1,2,2,4,1,0,0,0,0,0
,,,,F,,15,401,0,698655848,,038da0e7-e347-45f7-bade-993aa6b82e94,N,0,0,0,0,1,4,APKN,0,,,Y,Y,8,8,1,1,1,,1,,1,,1,1,1,1,1,1,,,1,,,,5,6,1,0,3,8,3,4,1,3,,15,6,4,5,3,5,4,4,54,2,3,,,,,,14,,14,,15,1,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,665936361,,4a22e6e2-ef11-47e5-9abf-9d715d853344,N,0,0,0,0,1,2,APKN,0,,,Y,Y,8,10,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,5,5,5,5,6,5,4,6,5,3,5,12,9,7,7,6,7,7,5,64,3,3,1,1,,0,0,20,1,21,1,20,1,5,1,6,2,5,1,0,0,0,0,0
,,,,F,,15,401,1,687561663,,74dbfe7d-7253-4d5d-8f06-90ae98e5c142,N,0,0,0,0,1,2,WBRI,0,,Y,Y,,7,8,1,1,1,1,1,,1,,1,,1,1,,,,1,1,,,,6,3,4,3,6,8,8,8,6,3,4,16,16,7,8,7,7,7,3,66,3,2,1,1,,1,1,23,2,19,1,18,1,3,2,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,818447533,,2fb72937-aac7-4d05-b017-1c6c5bc70a13,N,0,0,0,0,1,3,AIND,0,,Y,,,6,6,1,1,1,,1,,,,,,,,,,1,1,,,,,4,4,4,4,3,2,4,5,1,4,5,6,9,6,6,1,4,4,1,39,2,2,-1,-1,,-2,-1,15,0,12,-1,10,3,5,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,805207953,,82cd8b8d-227d-43e0-bd72-e49058f723ce,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,5,5,3,3,7,5,7,7,4,1,5,13,15,8,7,4,9,6,7,81,3,3,0,0,,0,0,23,0,25,0,24,2,5,0,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,806645653,,a5d98c74-729f-450d-b787-1311df7f48fc,N,1,0,0,1,1,4,WBRI,0,Y,Y,Y,,11,11,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,4,6,3,4,7,8,8,8,6,3,5,13,16,8,8,7,10,8,8,80,3,3,1,1,,1,0,24,1,26,2,24,3,5,1,5,1,,,0,0,0,0,0
,,,,M,,15,401,1,703911888,,f66d14e1-ac72-49fd-9bff-472297ed3217,N,0,0,0,0,1,1,WBRI,0,,,Y,,6,7,1,1,1,1,,,,,1,,,1,,,,,,,,,4,4,5,5,3,5,6,6,5,0,4,11,10,3,5,2,5,5,3,48,2,2,0,0,,0,1,10,0,13,0,8,0,4,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,660843970,,c36b3b64-c071-49cd-a0bb-e59548069cc0,K,0,0,0,0,1,4,WBRI,0,,Y,Y,Y,11,11,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,5,4,6,5,4,5,1,3,5,13,10,7,5,4,6,4,3,71,3,3,0,0,,0,0,20,0,17,0,23,0,5,0,5,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,635937035,,f52b8ba6-55de-4737-a8d3-32bba71c96d1,K,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,8,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,5,6,3,3,5,1,8,7,6,1,5,4,17,4,7,4,5,3,4,63,2,2,0,0,,-2,0,15,0,14,0,10,3,6,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,506547220,,a4c1ec01-e77d-4477-8dc7-813dbec7bcb2,K,0,0,0,0,2,2,APKN,0,,,,,5,7,1,1,1,1,,1,1,1,,,,,1,1,,,,,,,6,,4,4,2,7,4,3,7,3,3,11,6,3,5,6,4,3,2,37,2,2,1,2,,3,0,10,2,10,1,5,3,3,2,2,2,4,0,0,0,0,0,0
,,,,F,,15,401,1,654513125,,2dfc8f58-38bc-4b1e-be5d-d53fada6657f,N,0,0,0,0,2,1,APKN,0,Y,,,,5,4,1,1,1,1,,,,,,,,,,,,,,,,,,5,5,5,4,5,1,4,3,2,3,12,3,5,4,2,4,4,4,49,2,2,2,2,,1,2,13,2,12,2,12,1,2,2,2,2,4,1,0,0,0,0,0
,,,,F,,15,401,1,749805547,,4e2d3f5f-1121-4362-a04b-5cc789687846,N,0,0,0,0,1,3,WBRI,0,,,,,7,8,1,1,1,1,,,1,,,,,,1,,,,,,,,5,6,4,4,3,8,4,3,8,1,5,12,7,4,5,6,6,5,4,37,3,3,0,0,,0,0,12,0,14,0,18,2,5,0,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,777819976,,50cff3b2-04c4-4051-bde7-4b209b760f99,N,0,0,0,0,1,2,BAFR,0,,,,,8,7,1,1,1,1,,,,,,,,,,,,,,,,,4,,4,4,3,6,6,5,5,0,4,12,12,4,6,5,5,5,2,42,3,2,-1,-1,,-2,0,15,0,13,-1,9,4,4,-1,5,-1,,,0,0,0,0,0
,,,,F,,15,401,1,772433838,,acea9735-5d9f-4ed0-ba19-b1a0f0244e14,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,11,10,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,,,,5,5,5,5,8,8,8,8,7,4,5,18,17,9,8,8,8,8,6,85,3,3,2,1,,2,1,27,2,24,1,26,1,4,2,5,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,775687519,,955832bb-ea62-4a0f-8542-457f54dbbdde,K,0,0,0,0,1,3,WBRI,0,,Y,Y,,8,7,1,1,1,1,,,1,,,,,1,1,1,,1,,,,,4,5,2,3,5,8,3,5,7,1,4,16,7,5,6,5,8,5,6,61,2,3,1,1,,2,0,16,1,21,2,17,2,3,0,4,1,,,0,0,0,0,0
,,,,F,,15,401,1,719355520,,3b04928c-78d1-4caa-894e-83e47b6c5e47,K,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,9,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,4,7,9,6,7,2,5,5,17,11,6,7,4,8,8,7,75,2,3,1,1,,2,1,17,0,23,2,23,1,6,1,,,5,1,0,0,0,0,0
,,,,F,,15,401,1,745677205,,8c253b78-8477-43af-a9cd-d629a8080f9d,N,0,0,0,0,2,3,WOTH,0,,Y,Y,,8,9,1,1,1,1,,,1,1,1,1,,1,1,,,,,,,,4,5,5,4,3,7,2,3,3,0,4,14,4,5,4,4,5,3,5,50,3,3,0,0,,1,0,15,0,15,0,16,0,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,668627447,,e47a202c-76ce-45ef-b765-da428a2137c6,N,0,0,0,0,1,2,APKN,0,Y,Y,Y,Y,8,10,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,5,4,5,5,5,7,6,5,6,8,5,11,10,6,5,4,3,4,3,41,2,2,-1,-1,,-1,-1,17,0,10,-1,9,0,6,0,6,0,5,1,0,0,0,0,0
,,,,M,,15,401,1,793297642,,1aa1407c-5045-44c0-bd2a-a12f8f1a78dc,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,5,5,8,7,8,8,7,9,5,17,17,10,8,8,7,8,7,86,3,3,0,0,,0,0,27,2,23,0,22,1,7,1,7,2,6,3,0,0,0,0,0
,,,,F,,15,401,1,824531653,,dd2eb086-eb08-4c2f-bea2-d6d2c1d75666,N,0,0,0,0,2,3,WBRI,0,Y,,Y,Y,11,10,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,3,4,8,5,6,7,8,3,5,10,14,9,7,7,10,8,8,86,3,3,2,2,,1,1,25,2,27,4,27,2,5,1,4,2,,,0,0,0,0,0
,,,,F,,15,401,1,748637420,,42b7b280-c305-4a49-9602-b079be9d5788,N,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,7,7,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,5,5,3,4,6,7,6,5,5,2,4,14,14,6,5,1,6,4,3,66,2,3,1,1,,1,3,16,1,17,1,22,0,4,1,5,3,4,0,0,0,0,0,0
,,,,M,,15,401,1,788786577,,ca3d4356-cdbd-4b8b-965f-928204a970d7,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,9,1,1,1,1,,,1,1,1,,,1,1,1,,1,1,,,,4,5,4,5,5,7,8,6,6,2,5,14,16,8,7,7,6,6,6,68,3,3,0,0,,-1,0,25,0,18,0,19,5,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,727916187,,6eba21be-ec11-400b-8334-8aebb758211c,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,10,9,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,5,5,7,7,8,6,7,6,5,17,16,8,6,6,8,8,7,83,3,3,2,2,,2,2,23,2,25,3,23,3,6,2,7,3,5,0,0,0,0,0,0
,,,,M,,15,401,1,791776573,,07837639-22a9-4d97-bf8d-ae23885f9990,N,0,0,0,0,2,3,AOTH,0,Y,,Y,Y,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,5,5,5,5,6,7,7,4,4,3,4,15,15,6,3,4,7,6,4,70,3,3,2,2,,2,2,18,2,20,2,18,7,4,2,4,1,4,-1,0,0,0,0,0
,,,,M,,15,401,1,610977530,,02347f56-8194-44c7-8a6b-0b8bc4516547,K,0,0,0,0,2,2,WBRI,0,,,,,4,5,1,1,1,1,,,,,,,,,,,,,,,,,3,3,3,3,1,6,3,3,6,1,4,9,4,2,4,2,1,2,1,15,2,2,0,0,,0,0,6,0,4,-1,2,5,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,792192213,,9f9ffa4c-7683-49f7-8038-0960069d8573,K,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,3,4,4,7,5,6,6,7,4,5,11,14,8,6,7,8,7,8,74,3,3,2,1,,2,1,23,1,23,2,25,2,5,0,5,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,789826791,,82025607-ecd5-4a98-ba30-5ba566d3df77,N,0,0,0,0,1,3,WBRI,0,,Y,Y,Y,8,9,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,,,4,4,4,6,6,3,3,1,4,9,12,6,4,3,7,4,4,58,3,3,0,0,,0,0,19,0,18,1,18,1,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,720602947,,0961684e-74bc-45d4-bbc9-a41b71b207a2,K,0,0,0,0,1,2,WBRI,0,Y,,Y,,9,8,1,1,1,1,,1,1,1,1,,1,1,1,,,,,,,,5,6,5,5,5,8,5,4,7,1,5,12,10,4,2,1,7,6,3,57,2,3,0,0,,0,0,11,0,19,0,11,5,6,0,6,0,,,0,0,0,0,0
,,,,M,,15,401,1,737735394,,ad5ca34a-2915-47a7-8f6b-209827850510,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,,7,7,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,5,5,5,5,4,5,5,5,7,6,4,13,9,6,6,8,7,7,5,58,3,3,1,1,,0,0,19,2,20,1,15,5,3,2,2,2,3,2,0,0,0,0,0
,,,,M,,15,401,1,613906758,,bfe5a92b-8013-4c76-8714-028b6f937aed,K,0,0,0,0,1,3,WBRI,0,,Y,Y,Y,9,12,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,5,5,4,5,5,8,8,8,5,7,5,13,14,6,7,7,6,6,7,64,3,3,0,0,,0,0,21,0,18,0,19,0,7,1,,,5,0,0,0,0,0,0
,,,,M,,15,401,0,699722136,,bd31c264-9385-4dfd-9283-de826f55eee4,N,0,0,0,0,1,4,WBRI,0,,,Y,,8,8,1,1,1,1,1,,1,,1,,1,1,1,1,,,,,,,4,3,2,3,5,6,9,8,5,3,,11,17,8,8,7,7,7,6,63,3,3,,,,,,24,,20,,17,6,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,646872415,,de33f276-d3a2-4205-890f-a0b60994a76b,N,0,0,0,0,1,2,WBRI,0,,,,,6,6,1,1,1,,,,,,,,,,,,,,,,,,,4,4,4,1,5,2,3,0,1,4,7,3,2,2,0,2,2,3,21,2,2,0,0,,0,0,4,0,5,0,0,4,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,721961410,,5f2ab2ae-1ec2-43ca-bfab-9abd8ee88b3e,N,0,0,0,0,1,3,APKN,0,,,Y,Y,9,12,,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,4,6,4,4,4,4,9,5,3,9,5,7,16,5,7,7,6,6,6,56,2,2,-1,-1,,-3,0,15,0,18,-1,17,1,,,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,763731705,,87a98f36-34dd-4190-8d3a-df2329a338e1,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,10,8,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,,5,5,5,5,7,5,7,6,1,1,5,14,15,8,7,3,8,6,4,81,3,3,0,0,,0,1,23,0,22,0,19,5,7,0,6,0,5,-1,0,0,0,0,0
,,,,F,,15,401,1,820486371,,221427c9-842e-4260-a531-6d2a07b86e2a,N,0,0,0,0,1,3,WBRI,0,Y,,Y,,11,10,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,2,5,5,5,8,8,6,8,2,7,5,16,13,9,8,8,10,8,8,87,3,3,2,2,,3,0,27,2,27,3,27,4,6,0,6,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,760976561,,edef8c30-94cc-4f69-8d6b-3dabe9217501,K,0,0,0,0,1,2,WBRI,0,,,Y,Y,7,5,1,1,1,1,,,,,1,,1,,,,,,,,,,5,5,5,5,4,4,4,5,2,0,5,14,10,4,5,5,6,7,5,55,2,3,0,0,,0,0,14,0,17,0,12,8,4,0,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,694973049,,5ee41ae2-eaba-4c81-844e-cc7b265d8da3,N,0,0,0,0,1,2,BAFR,0,,Y,Y,Y,7,8,1,1,1,,1,,1,1,1,1,1,1,,,,,1,,,,5,6,5,5,3,6,8,7,0,3,5,10,16,6,5,7,5,4,3,52,3,3,1,1,,0,2,17,2,13,0,13,2,6,2,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,544211315,,58c0d365-5ab9-4b4d-8c1d-0220562b8f74,K,1,0,0,1,2,3,WBRI,0,,,Y,Y,6,10,,1,1,,1,,,1,1,1,1,1,,,1,1,1,,,,4,4,4,4,2,7,7,4,0,8,5,12,9,4,4,3,5,2,2,35,2,2,0,0,,0,0,11,0,11,0,7,2,6,0,,,5,0,0,0,0,0,0
,,,,F,,15,401,0,737968414,,f15a6f84-ab70-47ab-9af7-710c1fc596f4,N,1,0,0,1,2,4,APKN,0,Y,Y,,,5,6,,1,1,,,,,,,,,,,,,,,,,,6,,0,0,0,3,2,2,0,0,,10,2,1,3,1,3,1,1,13,2,2,,,,,,2,,6,,1,7,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,779736195,,b87ad99c-9eba-4bae-9526-e8c39ff906a9,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,10,11,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,,4,5,5,5,5,6,6,7,2,2,5,12,11,6,5,3,5,5,6,58,3,3,0,0,,0,1,19,0,15,0,13,2,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,656530353,,a09cc6ca-7825-4a47-9fdf-4c0046523d84,K,0,0,0,0,1,3,WBRI,0,,,Y,,6,4,1,1,1,,,,,,1,,1,,,,,,,,,,6,6,4,5,3,1,6,6,0,0,5,2,13,5,5,3,5,3,4,40,2,2,0,0,,0,1,14,0,12,1,6,7,5,1,,,,,0,0,0,0,0
,,,,F,,15,401,1,790826462,,b46cab1d-809b-43c8-847c-6c919311b825,N,0,0,0,0,1,3,WOTH,0,,Y,Y,Y,10,11,1,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,,,,4,6,4,3,7,6,9,7,6,8,5,16,17,9,7,6,7,7,8,79,3,3,0,0,,-1,0,27,0,23,0,20,0,,,,,6,0,0,0,0,0,0
,,,,M,,15,401,1,734742231,,f3aa6ed9-4f20-4fb5-b1b7-df240d101988,K,0,0,0,0,1,3,WBRI,0,,,Y,Y,9,9,1,1,1,1,1,1,,,,1,1,1,,,1,,1,,,,4,4,3,3,4,4,8,6,6,4,5,7,16,5,6,5,5,7,5,55,2,3,-1,-1,,-2,0,16,0,18,0,17,3,6,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,709369862,,3f4e0885-8212-4c80-8692-b5bcf1aabd7d,N,0,0,0,0,1,2,WBRI,0,Y,,Y,Y,7,8,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,4,4,5,4,4,7,6,6,4,3,4,11,10,6,6,6,5,3,2,55,2,2,0,0,,0,0,16,0,13,0,8,2,5,1,,,4,0,0,0,0,0,0
,,,,M,,15,401,1,782685102,,a47a946e-fa3e-4749-bf7c-7978c5f37474,N,0,0,0,0,1,3,WOTH,0,,,Y,Y,9,10,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,6,4,3,6,7,8,6,6,5,5,13,15,7,8,8,7,7,7,70,3,3,0,0,,0,0,22,1,20,0,20,1,6,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,0,742949926,,5138f76c-7cea-472e-80c3-9bc35f09b61d,N,1,0,0,1,1,4,MOTH,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,6,,2,1,6,2,6,8,8,6,,5,13,8,8,8,6,6,6,66,3,3,,,,,,25,,19,,20,3,,,5,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,680706809,,67fea345-632b-4783-ba5f-7d0b293d2f28,N,1,0,0,1,2,3,CHNE,0,Y,Y,,Y,6,7,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,,,,4,,3,3,5,8,6,4,5,7,5,15,11,5,7,7,4,3,4,55,3,3,0,0,,0,0,15,1,12,0,10,3,,,,,4,2,0,0,0,0,0
,,,,F,,15,401,1,744873895,,c396b491-31a5-418c-998f-92765be0f48b,K,0,0,0,0,1,3,WBRI,0,,,,,7,8,1,1,1,1,,,,,,,1,,,,,,,,,,4,4,2,2,2,2,3,3,1,0,4,4,7,4,2,1,5,1,1,28,3,3,0,0,,-1,0,11,0,9,-1,13,0,3,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,780299389,,dfac220b-5075-4cac-aa41-7ab5a50b9bff,K,0,0,0,0,1,2,APKN,0,,,Y,Y,8,8,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,,,,5,4,5,5,4,3,7,5,5,3,5,8,14,4,4,4,6,6,7,53,2,3,0,0,,-2,0,12,0,18,0,13,0,6,0,6,0,5,1,0,0,0,0,0
,,,,M,,15,401,1,692163381,,519712f9-40dc-45b1-bb4a-0685b4c7693c,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,5,7,1,1,1,,,,1,1,1,,1,,,,,,,,,,4,,4,3,3,7,6,3,4,2,4,12,9,2,4,1,4,3,3,34,2,2,0,0,,1,0,5,-1,11,0,7,7,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,761113098,,a6a5595e-9cd8-4225-9fb4-095470daff37,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,,10,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,5,5,6,7,6,6,4,6,5,11,11,6,5,2,8,5,6,67,2,3,1,1,,0,0,16,0,22,2,12,7,4,1,4,1,4,1,0,0,0,0,0
,,,,M,,15,401,1,664734459,,fc364fb7-db11-4990-ad7c-fd687c7aedbd,N,0,0,0,0,2,4,APKN,0,,,Y,,6,6,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,5,5,3,3,3,5,4,4,0,0,4,10,6,5,6,2,6,5,3,51,2,3,0,0,,0,0,13,0,14,0,7,4,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,758353887,,0dc32f30-b272-4e3a-8bc6-a9afbeb43a9b,N,1,0,0,1,2,2,AIND,0,,,,Y,8,7,1,1,1,,,,,,,1,,1,,,,,1,,,,4,5,5,5,3,2,4,3,0,1,5,9,9,5,2,4,7,4,4,51,3,3,0,0,,-1,0,17,0,17,0,7,6,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,676096447,,98cd6cd6-cead-4f57-b1b5-03fa49030873,K,0,0,0,0,1,1,APKN,0,,,,,9,10,1,1,1,1,1,,1,1,1,,,1,1,1,,1,,,,,,6,4,5,6,9,8,8,7,5,4,17,16,7,8,8,5,7,8,72,3,3,2,2,,3,2,23,1,20,1,19,1,5,0,4,2,5,1,0,0,0,0,0
,,,,F,,15,401,1,709768584,,4815502f-4f80-418d-8d62-c2fe4f05fa42,E,0,0,0,0,2,2,APKN,0,,,Y,,8,7,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,,4,3,2,2,4,1,1,0,3,4,5,4,4,1,0,4,1,1,29,2,2,0,0,,0,0,6,0,6,-1,3,2,3,0,,,4,-2,0,0,0,0,0
,,,,M,,15,401,1,776307525,,b9508dcd-c11b-4efd-a620-abb9565cfec6,K,0,0,0,0,1,2,WBRI,0,,,Y,,9,8,1,1,1,,,,,,1,,,,,,1,1,1,,,,,4,4,5,4,3,6,6,3,2,5,7,13,5,6,5,4,4,3,45,2,3,0,0,,-1,0,16,0,10,0,8,3,4,0,4,0,,,0,0,0,0,0
,,,,M,,15,401,1,660712287,,5a2559a2-2a7e-45fe-9fc5-e2fcdde14a50,N,0,0,0,0,1,4,APKN,0,,Y,Y,Y,9,9,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,,,,,,4,3,4,5,6,7,6,3,3,4,14,14,6,7,5,7,7,8,71,3,3,1,1,,0,1,21,1,23,2,22,3,5,3,,,,,0,0,0,0,0
